,Topic,Word,Tweets
3,12,ability,"@_miketriumph_ In our view they should do that also publicly. As said - it's a liability for the holders of such a high profile project. And there have been weird conspiracy theories about BAYC and if it's all in the open, they don't have to worry that someone else at some point reveals it."
4,12,ability,"PixelSaurus is a fun, collectible #NFT collection with diversity and inclusivity at its heart. We also embrace disability, mental health issues and phobias. Almost 3 ETH traded &amp; VERIFIED on #OpenSeaNFT! 🔥

🦖 Rex: https://t.co/hJuV9uxwXc
🦕 Bronto: https://t.co/jk61Izkks4 https://t.co/CFShEpmhNb"
0,12,able,"@nftjorge You haven't provided any (proper) examples to prove your point. As said before, we can justify every single post and we also never deleted tweets like so many others in this space do, so we remain fully accountable. Please note that true ""objectivity"" simply does not exist."
1,12,able,"2/ We also did extensive analysis on Beanie's transactions but did not include any of that data in our initial thread. Even though a lot of data is irrefutable, the context/interpretation of why certain transactions have taken place always remains up for multiple interpretations."
2,12,able,"GM Changemakers! 

Did you spot our new banner? These little cuties represent the diverse leaders of tomorrow. All currently available on OpenSea!

Click to expand them &amp; take up more space✊🏽

#QueerNFT #BlackNFT #NFTsforgood https://t.co/Dy5BoNWr78"
3,12,able,"Thanks to its energy-efficient and sustainable technological architecture, #Tezos has become the #blockchain of choice for a diverse community of #CleanNFT artists and innovative #NFT platforms."
4,12,able,Ok so transparency is good. Providing platform to someone to use sexist and ableist slurs ain’t it. Tuning out.
0,12,action,"What is the ethical &amp; best way to leave a project as a founder without it being considering a rug? 

Where does the line get drawn to become a “rug”, is it simply just a failed project, or do more drastic actions need to be taken for a project to qualify as such?"
1,12,action,"#NFT fractionalization protocol @uniclyNFT is integrating #Chainlink Keepers to automate routine maintenance tasks like token reward distributions &amp; swapping of NFT fees to native tokens, helping ensure processes are automated in a trust-minimized manner.
https://t.co/ugHCfuFAeC"
2,12,action,"I don’t trust words, I trust actions ☯️ 🛸   #digitalart #nftart #nft #NFTCommunity #illustration #art #galaxy #quoteoftheday #trust 
Artist @wearelivingart5 https://t.co/5qg1f6oK6n"
3,12,action,"19/ Next on the list is a profile named “ZLOVE11”. Via some blockchain transactions, an IG profile and a website, we were able to find this person’s identity, which could be a friend of one of the BAYC founders as he resides in Miami. https://t.co/pu20h0ZPCo"
4,12,action,"🧨Top #IDOs in 2021: Uniswap, Binance DEX, Bancor, Polkastarter.

#DeFi and #NFT people prefer IDOs over other crowdfunding options:

✔️ easy to launch
✔️ direct access to buy tokens
✔️ transparent, secure, low-cost transactions
✔️ contribution rewards

More on #dopamineapp blog https://t.co/3DiU5pX74k"
0,12,access,"@jpritteeNFT @NotYourBroNFT @MyBFF @meta_angels @CPGCLUB Honoured to be on this list! We can’t wait to see your Changemaker❤️‍🔥

We’d love to shoutout our friends @MMonstersClub - focusing on accessibility, mental health &amp; inclusion. 

And @ohnahji - leaders of DEI, minting at just 0.01 to help onboard more diverse folks into NFTs!"
1,12,access,"@ShillWater not only that , we need to make #nft community more inclusive and accessible for deaf artists and others with disabilities. Their perspectives are unique and amazing!."
2,12,access,"By minting your resume as #NFT it would become a unique document that you own, not the platform. #TrustRecruit would be a marketplace where recruiters, businesses, and Human Resources would be able to access your unique NFT to reach out to you about opportunities! 🙌🏼🙌🏼 https://t.co/F8Fr2o3cO1"
3,12,access,"And @Ozgbo_Nft picked up the edition today . I'm super thrilled to see the notification mail today. 

Thank you for joining with me for advocating Inclusivity in NFT space.. I'll ensure this space gets more accessibility on every aspects. 

95 more to go ❣️ https://t.co/3IB076ioPf"
4,12,access,"NFT tailwinds:

Shrinking... 
👇 interest rates
👇 trust in cash
👇 trust in institutions

Growing ...
👆inflation
👆number of millionaires
👆adoption of crypto
👆adoption of Defi
👆time spent online
👆inventory of digital goods
👆access through tokenization"
0,12,act,"@Artifaction2 Hi!

Thank you so much for the opportunity. 

The land of Light ❤️

I'm here for the mission to empower deaf community and make #nft space more inclusive.

https://t.co/qnwUIlgX6d https://t.co/JQtVVEolnY"
1,12,act,"@BoredApe1000 @larvalabs The morality of the situation is exactly what I am questioning. Why would you sell something that you created and intend on deeming worthless? It's no different to selling a lemon. 

They should have just burnt them."
2,12,act,"Blockchain games require transparent randomness to secure in-game functions.

@oly_sport, a horse racing game on @BinanceChain, is using #Chainlink VRF to help fairly assign NFT breeding characteristics and support verifiably random event winner selection. https://t.co/DyA6I1eG2U"
3,12,act,"Many VCs/investors claim to love everything Web3: the transparency, the fact that everyone can participate and no one can be censored/blocked and that transactions on the blockchain are immutable. But they often behave the complete opposite way and they determine Web3's future. https://t.co/I8CiA1WOsY"
4,12,act,"📚OpenLive NFT Roadmap - We are in phase 2

📌We focuse all efforts on creating a safe and transparent OpenLive NFT Marketplace and partnered with investment funds to accelerate the development

📌There will be many interesting activities coming up, are you eager to know? https://t.co/BNL085zcpB"
0,12,account,"Just for the avoidance of doubt. The verified account @BhawanaCAN is an obvious scam promoting an ""Ape Coin airdrop"" and also the verified account of @ToddWasserman has been hacked and used for scamming.
Almost nothing is what it seems, and if it seems too good to be true, it is. https://t.co/skw6d6jnFi"
1,12,account,"@KenKaminesky @DeluxeGoat Because both founders only have their IG accounts referenced on their website. No Twitter account, no LinkedIn, nothing else. https://t.co/HVbgcvN8AX"
2,12,account,"@tanggjuice @AntiScamSquad @beefie42 @NFTethics I'll reply to you from my personal account so that you can see who you are accussing of being a dumbass.
In the 4 months i've been on twitter i've helped taken down multiple scamming rings like #rugpullmafia who were stealing 100s of ETH WEEKLY. That's just one group I tookdown"
3,12,account,"WATCH the trailer for PixelSaurus and SEE why there’s heart and soul behind our project, not to mention all the Utility we give you! https://t.co/4GihdQWJhb

💎 Family friendly, fun &amp; inclusive!
💎 Safe &amp; secure #NFT minting!
💎 VERIFIED #opensea account!

#nfts #mintingnow"
4,12,account,"For those who don't know about the dubious history of the account NFTmachine. He blocked us immediately for a reason, even though we never reported about him. He probably knew we would however at some point do that.

All credits to @0xShual.

https://t.co/hgslGAOXAb https://t.co/Qjb4Fl23KM"
0,12,active,"🔥🔥🔥#DEFIBATTLE: TURN KNOWLEDGE INTO MONEY

👉Use your diverse knowledge to win TOP 1 
👉Create questions
👉Use your experience to make money in #blockchain &amp; #crypto market
👉Level up for more attractive rewards

📍 DOWNLOAD NOW: https://t.co/62gUU44pHj
#NFT #MICS #Vconomics https://t.co/FawWRL1RL9"
1,12,active,"We are honored to be accepted into the United Nations @globalcompact!

As the 1st NFT company in the Global Compact, we will actively explore ways #NFTs can be used to advance the UN's Global &amp; Sustainable Development Goals for equality &amp; the environment.

https://t.co/htXlBly5L0 https://t.co/ued7xmMTZS"
2,12,active,"5/5

The NFT will be a basic model, which over time? will be customizable, upgradeable and interactive. 

The moral of this lengthy story? $POODL is NOT a #memecoin but a TRUE #UtilityToken and will go from strength to strength

Our price? is TINY. Our offering is HUGE. 

Join us"
3,12,active,"@LoBo_301 Day 1 ape here. Still active. Still loving it. Still feel early despite the floor and celebs. 

Yes I added my ape to my family trust for my daughter. No I’m not going anywhere this lifetime. Wagmi. Join us 🤝"
4,12,active,"@POODLETOKEN Anyone involved in anon projects that they don't want to see rug should be recommending Assure actively to the devs and in the community!

We are trying to help deter rugs with our KYC #NFT that we provide for project owners! 

More trust to investors!

https://t.co/D1BtxAYAqU"
