,Topic,Word,Tweets
1,0,access,"Thank you #Ceekers  #CEEK 's mission to make the #Metaverse inclusive + universally accessible is evident by our amazing global #ceekarmy  💪 You're the best ❤️🎵 🙏 Happy Thanksgiving 🚀🚀

#CEEKVR #NFT #VR #BSC 
👉🏽 More at https://t.co/oAvCTgp2Bk https://t.co/IRHo5fu0Ml https://t.co/6TabNl2loP"
2,0,access,@00point1 well said! Need to make the space more inclusive too! Artists with disabilities need access and  recognitions too. let us work on make our #nft more inclusive!
3,0,access,19/ Scalar Capital claimed that it provides “asymmetric info” and “early access to projects” to its partners. We know that because a confidential pitch deck of Scalar Capital was leaked. It has some interesting slides. https://t.co/6GGMpwRPO9
4,0,access,"By minting your resume as #NFT it would become a unique document that you own, not the platform. #TrustRecruit would be a marketplace where recruiters, businesses, and Human Resources would be able to access your unique NFT to reach out to you about opportunities! 🙌🏼🙌🏼 https://t.co/F8Fr2o3cO1"
0,0,account,"68/ We also urge all relevant authorities and jurisdictions to investigate this individual and his accomplices in their involvement in a large number of very dubious and potentially fraudulent projects and, if applicable, to hold them accountable to the full extent of the law."
1,0,account,"Sad to see that the same group of prolific serial scammers continue with their rugs: Boss Apes (minting now), Pikapunks, LazyLionz (with a Z), Hype Ape Club, Cyber Charizard, Bored CloneX, Dogdles, etc. Each week a new project, facilitated by the same 10-20 large Twitter accounts https://t.co/3GqByCtzdt"
2,0,account,"This thread is worth a read - many of these scam projects are advertised via Instagram (with fake followers, paid accounts/celebrities, etc.) and the track record is not good: 4 complete rugs and 25 out of 36 projects are at or below the mint price.

https://t.co/asFIFOFxSl https://t.co/HODRXFpgTt"
3,0,account,"PixelSaurus! The RAWRsome Dinosaur #NFT!

✅ Over 900+ diverse &amp; inclusive designs! 🌈
✅ Embraces disability &amp; mental health! 🫂
✅ Over 8+ ETH in #NFTs traded! 📈
✅ VERIFIED #OpenSeaNFT account! 

ADOPT your PixelSaur!👇
🦖 https://t.co/hJuV9uxwXc
🦕 https://t.co/3IVqLqaxtN https://t.co/u6MjBLjlwN"
4,0,account,@JStargeth @jesse_altman @NFTethics Yea but they got banned because they were allegedly impersonating another account 🧐 seems very likely someone didn’t want them exposing them and used a tonne of accounts to report them for something they clearly were not doing
0,0,actually,"4/ Unnecessary to say that these people often have a financial incentive to do so. That will become increasingly more clear: while you think this is a decentralized world, there are actually small centralized groups that benefit the most from the NFT space. https://t.co/HSRvRuUNeI"
1,0,actually,"10/ As an important player in the crypto/NFT space, do you think that MoonPay should (continue to) provide a service that actually makes transactions less transparent? It is now for example not possible for us to see if/how much Gwyneth Paltrow paid for her Bored Ape."
2,0,actually,"The story about @Farokh &amp; @tailopez is actually worse. Tai was a client of Farokh's company Good Life and he was mentioned on multiple websites as a reference client (just like GaryVee). Tai's name has now been removed, but the screenshots are still there.
https://t.co/t5RDlY7TrE https://t.co/MQhCRnYpDY"
3,0,actually,"@cryptoShields @NFTethics @jwilliamsnft We actually disagree here, and is why we have fully doxxed our founders. You do have a very significant impact on the statements made about projects. Obviously the work we all do comes with risks, but being doxxed eliminates any concerns about any other intentions"
4,0,actually,"@NFTherder @youbekindtoday FUD stands for Fear, Uncertainty, and Doubt. Maybe the NFT space could actually use a little bit more of that and use it as an incentive to find mechanisms to get rid of all the bad and nefarious actors in this space. Ironic that we are constantly called out."
0,0,absolutely,@UnknownCo123 absolutely! I'm already on mission to educate photography to my deaf community. planning to introduce NFT platform to them and It will make more inclusive ❤️
1,0,absolutely,"Gm frens, trust absolutely no one today. CT/NFT twitter is excellent at trolling and people are gonna have a field day for April fools. 😂❤️"
2,0,absolutely,"@3dlyfer This is mind blowingly insane. Really appreciate you not taking on the blind-trust aspect, I feel that it could potentially lead to someone out there harming people 🖤 absolutely love this work and will collect asap"
3,0,absolutely,"@NFTethics Never said anyone should remain silent.

No one is perfect, we should absolutely be weighing both the good and the bad.

Evaluation is important."
4,0,absolutely,"@gmhannah You’re absolutely right, the Mellies are of the best, most inclusive and support communities in web3! ❤️"
