,Topic,Word,Tweets
2,5,access,"🔗 @PandoraInvasion is integrating @Chainlink VRF to access verifiably random, tamper-proof numbers to fairly distribute and upgrade in-game #NFT Champions, helping create a more transparent and exciting gaming experience for users.

🔽DETAILS:
https://t.co/5US5V7jk2X

#ERC20NEWS"
3,5,access,"Until we create real change, with safety and accessibility for all - anonymity is essential for equality here."
4,5,access,"This was one of our biggest weeks in web3:

✅Minting DAPP completed
✅7 Twitter spaces done &amp; dusted
✅2 interviews in the works 
✅1 team member offer sent

Everyday we meet more folks that share our vision. A world that is accessible, inclusive &amp; equitable for all✊🏽🌈 https://t.co/sdztb6gVt0"
0,5,account,"Just for the avoidance of doubt. The verified account @BhawanaCAN is an obvious scam promoting an ""Ape Coin airdrop"" and also the verified account of @ToddWasserman has been hacked and used for scamming.
Almost nothing is what it seems, and if it seems too good to be true, it is. https://t.co/skw6d6jnFi"
1,5,account,"PixelSaurus! The RAWRsome Dinosaur #NFT!

✅ Over 900+ diverse &amp; inclusive designs! 🌈
✅ Embraces disability &amp; mental health! 🫂
✅ Over 8+ ETH in #NFTs traded! 📈
✅ VERIFIED #OpenSeaNFT account! 

ADOPT your PixelSaur!👇
🦖 https://t.co/hJuV9uxwXc
🦕 https://t.co/3IVqLqaxtN https://t.co/u6MjBLjlwN"
2,5,account,"1/3 These large Twitter accounts are all part of the same (invisible) cartel involved in scamming people by promoting rugs. They blocked us all at the same time, which is no coincidence. And they all use Bored Apes and CryptoPunks as PFP, and fake competitions to gain followers. https://t.co/GmBB8XGtfH"
3,5,account,"@nftjorge You haven't provided any (proper) examples to prove your point. As said before, we can justify every single post and we also never deleted tweets like so many others in this space do, so we remain fully accountable. Please note that true ""objectivity"" simply does not exist."
4,5,account,13/ The reason for saying this is that one of the founders has a history of multiple failed projects (and Twitter accounts). He also removed his current business Pluck Esports (which was not very successful) from his Twitter profile. https://t.co/rUwTtmLO2F
0,5,active,"@chief_NFT @bears_deluxe A game, vx and $honey all on the way. Plus an extremely solid community and active transparent dev team"
1,5,active,"5/5

The NFT will be a basic model, which over time? will be customizable, upgradeable and interactive. 

The moral of this lengthy story? $POODL is NOT a #memecoin but a TRUE #UtilityToken and will go from strength to strength

Our price? is TINY. Our offering is HUGE. 

Join us"
2,5,active,"@Degentraland @AzukiOfficial Rug pulling is illegal and there are multiple people in the USA actively being charged and tried in court for it. Especially when its millions of usd. It's not moral to rugpull then use that to make a ""real project"". Wtf."
3,5,active,"@voi_cu_tudor The artists are not the problem. They get paid 5 figures to make the art look attractive enough so that people will pay high mint prices. But you don't know the founders and they just mentioned that they sold out. They had a supply of 8888, but there are only 5200 items listed. https://t.co/xXJq79Bkt3"
4,5,active,"3/ They are often influencers with large followings: Farokh, Deeze, Ohhshiny (who blocked us - more about that next week when we discuss all the billionaires active in the NFT space), and they did lots of interviews with all of them. https://t.co/XcXCA7Wwcb"
