,Topic,Word,Tweets
4,10,active,1/ We haven’t been so active recently as things are starting to get quite predictable in the NFT space. We foresaw the BAYC acquisition of Larva Labs’ main IP (and we look forward to Andreessen Horowitz’s further instructions and involvement :-)) https://t.co/XiAelDoBac
0,10,able,"2) BRANDING - @thisispaff has finalised the brand purpose, vision &amp; mission and has briefed in a designer fren to work on the visual identity of TUS. 

We want an instantly recognisable brand design that says: empowerment, representation, inclusivity."
1,10,able,#safemoon every one should on an #nft #safemoonarmy #nft #nfts #NFTCommunity #NFTartists this should be able to pop up on your trust wallet soon #SafeMoonCommunity https://t.co/zvJtHIvYwH https://t.co/3aFbXpg7po
2,10,able,"Listed the ND 100
Because Girls are more than just Pretty don't forget to values their qualities tell them how capable they are 
and they will become confident women who know they deserve respect, equality  #NFTs #NFTCollection #empoweringwomen #notdoll https://t.co/apS5g8uOUu https://t.co/MWoyXqYIAJ"
3,10,able,"@BamAlegre_ We specifically mentioned that people that are new to the NFT space shouldn't mint any project, because they won't be able to make a proper distinction between legit and scam projects. Sometimes it's better to be safe than sorry."
4,10,able,"I've never been more excited about a generative social avatar NFT project

the quality of the artwork, the diversity and inclusion, the charitable donations, the transparency of the team behind it, @worldofwomennft is an obvious winner

the bar just got raised on profile pic NFTs https://t.co/BU6LAnkkbq"
0,10,actually,"@NFT_Guru I don't understand why an influencer needs to remain anonymous. It's definitely okay and its their choice, but it helps build trust when you can actually know they are a real human"
1,10,actually,@blawgchain @SuperRareLabs @SuperRare I'm a large holder of $RARE and I'm totally cool with it. I have my full trust in the team and for me that's the biggest reason I haven't sold and actually bought more in addition to my airdrop. I'm happy to just chill and let them take the wheel; interests aligned.
2,10,actually,2/ We actually provided a respectable member of the NFT community earlier today with our wallet address(es) to verify our claims that we never took any money and have never abused our account for any personal gain. We are convinced they will come to the same conclusions.
3,10,actually,"I actually found an NFT project that I trust in the sea of scames: @Salamanders_NFT.

I like these guys. They fulfill most of the criteria I am looking for in projects and I'm comfortable recommending them."
4,10,actually,"Even when you think everything with a project is going well - it's still possible that things are wrong with the underlying smart contract and that the art/metadata is actually centralized on a website that is about to expire. A technical rug?

https://t.co/3yi82PAf5L"
0,10,actual,"5/ However, when the actual work needs to be done, most of the founders have already made enough money to retire and have less of an incentive (or none at all) to actually put in the work that they promised from the start."
1,10,actual,"I actually found an NFT project that I trust in the sea of scames: @Salamanders_NFT.

I like these guys. They fulfill most of the criteria I am looking for in projects and I'm comfortable recommending them."
2,10,actual,"10/ As an important player in the crypto/NFT space, do you think that MoonPay should (continue to) provide a service that actually makes transactions less transparent? It is now for example not possible for us to see if/how much Gwyneth Paltrow paid for her Bored Ape."
3,10,actual,@pixelbot24 Fair point. :) These are actual real names of NFT collections. And we do have all the names of the people behind these rugs.
4,10,actual,@web3love @NFTethics @NFTherder They didn’t prove anything. I’ve already proved them wrong. Nothing they posted shows any actual shady activity with my charity. They also used clips from a fake website that someone bought my name domain and wrote what they wanted to write about me and my kids. Literally 0 facts
0,10,access,"🧨Top #IDOs in 2021: Uniswap, Binance DEX, Bancor, Polkastarter.

#DeFi and #NFT people prefer IDOs over other crowdfunding options:

✔️ easy to launch
✔️ direct access to buy tokens
✔️ transparent, secure, low-cost transactions
✔️ contribution rewards

More on #dopamineapp blog https://t.co/3DiU5pX74k"
1,10,access,"we are all insanely fortunate to not only have access to amazing financial opportunities but more importantly be connected to so many beautiful &amp; diverse people creating, exploring, and building to create a better future. 

this is every day in NFT’s.

we are the NFT space."
2,10,access,@zachxbt @NFTethics @fRiENDSiES_Ai Would you have a problem with this if it was disclosed by each influencer? I also believe there was an additional NFT you could have purchased that gave you access to this which I thought was reasonable. Doodles is one of many projects where influencers were given mint passes too
3,10,access,"NFT-based #blockchain game @PandoraInvasion is integrating #Chainlink VRF to access verifiably random, tamper-proof numbers to fairly distribute and upgrade in-game #NFT Champions, helping create a more transparent and exciting gaming experience for users. https://t.co/Yy1Bnp4Uve"
4,10,access,"@isaidelgoley Thank you for what you are doing.. How about inclusivity in NFT space? many artists with Disabilities aren't having access since they depend on sign language. 

What will future look like for inclusive platforms? we need our voice to be heard too."
0,10,account,"57/ When Beanie recently started re-using an old Twitter account for his new fund at GM Capital, he clearly did not seem to have been aware of that fact that this account was suggesting followers to follow the Twitter accounts of all his previous ""scams"". BLASTcx was another one. https://t.co/KGLN5lT50v"
1,10,account,@metakry @Cryptopathic @GmGoodMorning @LooksRareNFT @NFTethics That was the biggest pump and dump among big Twitter accounts in the history of CT. But everybody awfully silent. Big accounts protect big accounts and so many big accounts were pumping this.
2,10,account,"So tomorrow HypeBears(Club) are going to mint for 0.4 (!) each, which would net the team a profit of 4000 ETH (&gt;$11 million). The team consisting of 3 anon &amp; very suspicious Twitter accounts, including one with a compromised account from an attorney. What could possibly go wrong? https://t.co/84NnYGgvsM"
3,10,account,"@TGTOWYT All Twitter accounts are old, but 2 of them (TheRickk &amp; Jpegenthusiast) don't have any tweets prior to Nov 2021. The account from xy_square is compromised. Check any of the 6000 older tweets. MAYC is mentioned in the founder's profile, but he doesn't own any. There is no roadmap."
4,10,account,"Whilst PixelSaurus is aimed at adult collectors, we're also a perfect project to get kids into the #NFT space. From just 0.02 ETH and with a VERIFIED #OpenSea account, we are diverse, inclusive &amp; family friendly.

🦕 Bronto: https://t.co/jk61Izkks4
🦖 Rex: https://t.co/hJuV9uxwXc https://t.co/vvmSmhehgW"
0,10,ability,"GM #NFT Fam! 🌞🦕
Here's hoping you have a RAWRsome day, today!
Don't forget to join our story and ADOPT a PixelSaur! We have over 400+ diverse designs, which also embrace disability, mental health issues &amp; phobias! 💚
#NFTs #NFTCommunity #Goodnight
➡️ https://t.co/jk61Iz2J3u https://t.co/KQoNsMrzMH"
1,10,ability,"Mint YOUR PixelSaur and join the story! 🦕🦖

🔥 Diverse &amp; Inclusive!
🔥 Embraces Disability &amp; Mental Health!
🔥 Choose up to 3 x traits!
🔥 Safe &amp; Secure #NFT Minting!
🔥 #OpenSeaNFT VERIFIED!

Minting NOW!👇
🔗 https://t.co/MhGyUSfkpv

OpenSea Floor👇
🔗 https://t.co/6P0bkZPBDy https://t.co/f2vqAA2kbN"
2,10,ability,".@Suku_world benefits ✅
Transparency
Sustainability
#NFT Marketplace @infinitebysuku ✅
Carbon-Negative #blockchain
#Web3 infrastructure
Self-Sufficient eco-system
Supply Chain traceability with #SukuOmni
Verifiable tracking
Authenticity solutions
$SUKU partners with #McLaren"
3,10,ability,"GM #NFT Fam! 🌞🦕
Here's hoping you have a RAWRsome day, today!
Don't forget to join our story and ADOPT a PixelSaur! We have over 500+ diverse designs, which also embrace disability, mental health issues &amp; phobias! 💚
#NFTs #NFTCommunity #GoodMorning
➡️ https://t.co/jk61Iz2J3u https://t.co/sEFbogliwf"
4,10,ability,"GM! Gas is SUPER LOW right now! Come and ADOPT a PixelSaurus #NFT and be part of our RAWRsome community!
🔥 Over 500+ diverse designs!
🔥 Embraces disability &amp; mental health!
🔥 Prices from 0.02 ETH!
🔥 FREE QR Code Utility!
🔥 VERIFIED on #OpenSea! 🦕🦖

https://t.co/9gDe9ggcs5 https://t.co/vJrWMmM0Vx"
