,Topic,Word,Tweets
0,2,account,"3/ One profile clearly shows involvement in this project and his real Twitter account is screenshotted below. The reason we know this is that when he handed over the project to the community, people discovered this. https://t.co/JvDzlrchti"
1,2,account,"16/ After that moment, the TRUSTH scores will start to become dependent on your trading behavior, and how much it can go up/down will depend on a smart algorithm that takes into account your buying/selling pattern and volume."
2,2,account,"0.09 floor on OpenSea! 📈🦕🦖🌋
Just 0.05 to mint... (266 still available)👇
🔗 https://t.co/AibesNcvw9

💎 Diverse &amp; inclusive!
💎 Family friendly!
💎 Safe &amp; secure minting!
💎 Active on Twitter Spaces &amp; Discord!
💎 VERIFIED #OpenSeaNFT account!

#nft #nfts #dinofam #pixelsaurus https://t.co/z7j8RALjaN"
3,2,account,"@Mackie_fa @aatwts @haustwts Imagine being part of a scam ring, and seeing our account jeopardizing your ""business model"" and educating people not to fall for any of these scams."
4,2,account,@0xEmer @NFTupdate @NFTethics @0xHustler A mix of social media growth accounts and bagholder syndrome.
0,2,active,"@POODLETOKEN Anyone involved in anon projects that they don't want to see rug should be recommending Assure actively to the devs and in the community!

We are trying to help deter rugs with our KYC #NFT that we provide for project owners! 

More trust to investors!

https://t.co/D1BtxAYAqU"
1,2,active,"@LoBo_301 Day 1 ape here. Still active. Still loving it. Still feel early despite the floor and celebs. 

Yes I added my ape to my family trust for my daughter. No I’m not going anywhere this lifetime. Wagmi. Join us 🤝"
2,2,active,"We are honored to be accepted into the United Nations @globalcompact!

As the 1st NFT company in the Global Compact, we will actively explore ways #NFTs can be used to advance the UN's Global &amp; Sustainable Development Goals for equality &amp; the environment.

https://t.co/htXlBly5L0 https://t.co/ued7xmMTZS"
3,2,active,"6/ The Bored Ape that Gwyneth Paltrow announced to have received via MoonPay on 26 Jan 2022 was already purchased by MoonPay more two months earlier (15 Nov 2021). Does that imply that MoonPay is actively investing in NFTs, even before a potential celebrity wants to purchase one? https://t.co/PzV9G84pIZ"
4,2,active,"41/ He became active on Twitter trying to provide his analysis on mid cap stocks. His Twitter bio had the slogan “Buy Grief, Sell Hype”. What he is doing with NFTs now, he more or less used to do with stocks. Not everyone always agreed with his analyses... https://t.co/oRgsfQo0l2"
0,2,act,"@OttoSuwenNFT It was indeed a conservative estimation. It could well be even above 95%. These scammers are basically factories that churn out project after project - just mindless JPEGs, without any vision/roadmap. Only fake/corrupt influencers behind them who are willing to promote this stuff"
1,2,act,"@areaeighteen We love @HoneyBadgesNFT - actively funding Changemakers and bringing more diverse folk into web3! 

@MMonstersClub are LGBTQ owned &amp; operated, are providing accessible education for marginalised folks 

@MadJellyHQ diverse-led &amp; always advocate for inclusivity &amp; equity in web3"
2,2,act,"@RogerDickerman @ohhshiny Was quite confused on this one, as I’ve had nothing but positive interactions with @ohhshiny, thanks for shining your opinion and views on it Roger, as I trust yours implicitly. 

I am sure many of us providing “alpha” and leading the way could have these same things said for us."
3,2,act,"@cryptoShields @NFTethics @jwilliamsnft We actually disagree here, and is why we have fully doxxed our founders. You do have a very significant impact on the statements made about projects. Obviously the work we all do comes with risks, but being doxxed eliminates any concerns about any other intentions"
4,2,act,"It turns out that @GoldmanSachs agrees with my thesis about the paradigm shift from physical to digital collectibles.

NFT technology is the perfect medium for the progression of collectibles, because it’s transparent and smart contract development drive elements of gamification. https://t.co/WPpjAdAsC3"
0,2,actual,5/ Such events make you question who actually “rules the world” and how it’s possible that those that abused the system (e.g. banks) are actually rewarded for that by being bailed out. We have talked about perverse incentives before.
1,2,actual,"The story about @Farokh &amp; @tailopez is actually worse. Tai was a client of Farokh's company Good Life and he was mentioned on multiple websites as a reference client (just like GaryVee). Tai's name has now been removed, but the screenshots are still there.
https://t.co/t5RDlY7TrE https://t.co/MQhCRnYpDY"
2,2,actual,"FUD stands for Fear, Uncertainty &amp; Doubt. Maybe the NFT space could actually use a little bit more of that and use it as an incentive to find mechanisms to get rid of all the bad and nefarious actors in this space. Ironic that we are constantly called out https://t.co/R5eRU4VBXV"
3,2,actual,"@NFTherder @youbekindtoday FUD stands for Fear, Uncertainty, and Doubt. Maybe the NFT space could actually use a little bit more of that and use it as an incentive to find mechanisms to get rid of all the bad and nefarious actors in this space. Ironic that we are constantly called out."
4,2,actual,"2/ No word from Marc Andreessen when Jamal Khashoggi was assassinated, but David Horowitz, the father of Ben Horowitz, actually did respond. He seems to suggest that it was completely deserved and the right thing to do: https://t.co/eYnNCtn2Uw https://t.co/YpQhFtXn8n"
0,2,action,@Artifaction2 What's your thoughts on inclusivity in #nft platform
1,2,action,"8/ Do you think it is appropriate for you, as the CEO of MoonPay, to have an avatar on Twitter with a (verified) Bored Ape when your actions/communications can have a material impact on the value of that NFT? https://t.co/0edkfO9BgH"
2,2,action,"Unethical transactions on the blockchain are comparable to a stored blood sample from an athlete that used doping. They might think they have gotten away with it but the detection methods are getting better every day, and one day, the sample will be retested &amp; you will be exposed"
3,2,action,"@gruesome_james @dannycoleee @jameskwho @andr3w @coolcatsnft I’d say the reason to tell people would be transparency as it does effect the future of the brand, regardless of short term fluctuations or reactions."
4,2,action,"WoW’s vision is to build an inclusive web3 through its collection and community. The WoW community is taking action to increase diversity in the NFT space, educate and onboard the next generation of creators and builders, and create equal opportunities for everyone."
