,User,Tweets,Url,likeCount,retweetCount,followersCount,metionedUsers
430,IceMaster_T,"🚨💞Public Mint Alert💞🚨

@TheNFTitsClub is more than a NFT! They Stand Together for Strength,Empowerment,Expression,Equality,Love and Life! This is going to the moon and WILL BE one of the BEST if not THE BEST Investment of 2022!!
MINT NOW!

@cctip_com airdrop 100000 bttnew 100",https://twitter.com/IceMaster_T/status/1518467786959323136,52,80,1141,"['TheNFTitsClub', 'cctip_com']"
78,Equality_Every1,"@Ksidiii $2.2M?! They ngmi 
Hold my NFT Brah, $70 Milly Shizzle da Nizzle
I've put my kids to work for making these for when we QE again.

https://t.co/Iit7lJ1OWq",https://twitter.com/Equality_Every1/status/1528190460560150528,1,0,166,['Ksidiii']
835,sykadelicvibes,"@dea_nft_queen ☺️welp, given that i was just in your DMs sharing my pov on equality and intersectional feminism, pertaining to the biwoc discord and left on read -- here are my complimentary thoughts ::",https://twitter.com/sykadelicvibes/status/1507457254190157878,0,0,2123,['dea_nft_queen']
336,Eli_Krumova,I gave +Kred to @Inspiringgirlsf on @Kred. #influence #STEM #GirlsWhoCode #WomenInSTEM #WomeninTech #edtech #AI #ML #IoT #IoTPL #IoTCL #coding #programming #NFTs #NFT #Metaverse #web3 #tech #EmergingTech #FutureofWork #DigitalTransformation #Equality #DEI #SDGs #womenempowerment,https://twitter.com/Eli_Krumova/status/1520829737127534593,4,5,31631,"['Inspiringgirlsf', 'Kred']"
1808,chaiaiix_nft,"@lydiamoonxx The pain you didn't expect 💔
Pls God, give me a world of 🏳️‍🌈 equality and strength of mind.

RESERVE PRICE 0.45 ETH on FND
https://t.co/4mZauPQFRQ",https://twitter.com/chaiaiix_nft/status/1482547593150607361,1,1,13098,['lydiamoonxx']
1673,chaiaiix_nft,"@ArchfiendNFT The pain you didn't expect 💔
Pls god, give me a world of equality and strength of mind 🏳️‍🌈

https://t.co/rWAVWGctAQ",https://twitter.com/chaiaiix_nft/status/1486622062114267147,2,0,13098,['ArchfiendNFT']
885,MojitoNft,"This is why we wanted to build bridge between web2 and web3.

Nft art, utility, transparency, vision are hella important.

But the most important is the community.
Inclusivity,equality,support
Gathering talent &amp; creating space to hang out 2gether.
P.S event hosted by HAPE holders",https://twitter.com/MojitoNft/status/1505523102561849345,22,0,13172,
1245,PunksRightsclub,"**Project Update**
I would like to mention that I had equality in mind when designing this collection. Although there are over 100 different colors for every variable, I've decided not to tag each color so you can find your own unique piece. 
#nft #Equality #Collectibles #opensea",https://twitter.com/PunksRightsclub/status/1497570813557411842,2,0,105,
1651,MariskaV3,"@NFTMillionaire Hi,I'm Mariska, the Nft artist of @SoloPsychos. I'm a single mom of 5 girls. I support diversity and equality ❤ Through my work I'm trying to show that everyone is unique and has their own crazy stories.Ofcourse our Phychos are exaggerated and for entertainment. https://t.co/Z4xtoHMzbd",https://twitter.com/MariskaV3/status/1487208987967827978,2,0,189,"['NFTMillionaire', 'SoloPsychos']"
608,JimiAlbert,"@coi_nft @ArielIndia @Yashika__Kalra @BhatAmoolya @VanGoDoodle @itmerachna @OrangeIntentio1 Campaigns like this are so important, opening dialogues not only gender equality, but also gender equity as well. This work is gorgeous! In-between moments of any relationship, that are never highlighted but are at the root &amp; foundation of them all. 

@NasimPachi @itsfionaryder",https://twitter.com/JimiAlbert/status/1513924600039624715,9,1,4198,"['coi_nft', 'ArielIndia', 'Yashika__Kalra', 'BhatAmoolya', 'VanGoDoodle', 'itmerachna', 'OrangeIntentio1', 'NasimPachi', 'itsfionaryder']"
1205,nftONE_me,"Laila by @rimikoutoubi 

In celebration of Women's History Month; 

Strength, Equality, and Freedom. She is named after my mother, who is my number one woman.

https://t.co/AWkUOGRGrW

#NFT #ArabArtist #NFTcommunity #WomenInNFTs https://t.co/9t25wYK7w6",https://twitter.com/nftONE_me/status/1499015250573729802,11,4,262,['rimikoutoubi']
1422,cradlesio,"@NathanHeadPhoto Crypto hasn't amazed us for a while now. It's hard to swallow the fact that most of these projects talk about fairness, equality and liberation of the oppressed yet those most in need are alienated by #NFT.",https://twitter.com/cradlesio/status/1493181705049587718,2,0,33216,['NathanHeadPhoto']
709,Musltoy,"@Cryptomedia_id @TheSalmonation NFT blockchain game favors those who have upgraded, leveled and purchased large amount in-game items leaving those new players behind of them. How would $SUI promotes fairness and equality to its players? Do the skills of the players matters more than the character?",https://twitter.com/Musltoy/status/1510892131686133764,0,0,4,"['Cryptomedia_id', 'TheSalmonation']"
1164,MehtapAydin21,"@cryptogemmouse @Ark_Rivals Many NFT game favors those who have upgraded, leveled and purchased large amount in-game items leaving those new players behind of them. How would Ark Rivals promotes fairness and equality to its players? Do the skills of the players matters more than the character?",https://twitter.com/MehtapAydin21/status/1500118712917053442,1,0,57,"['cryptogemmouse', 'Ark_Rivals']"
977,grapebae_eth,"As the daughter of an artist the #NFT world brings a type of equality that can only be found in a peer to peer system, that lauds and supports art instead of the classic gatekeeping i watched my father come up against",https://twitter.com/grapebae_eth/status/1503259871701000195,10,2,439,
2446,WTF_lS_A_NFT,"@davidmarinojr Why are you here if you don't believe in equality within the stock market and what we all essentially stand for? Yes I can agree a majority of us are here for the money, but personally I am here for the chance for anybody to make money in the stock market free of manipulation.",https://twitter.com/WTF_lS_A_NFT/status/1434678437822746634,4,0,535,['davidmarinojr']
1574,RicharPacyay,Introducing two New NFT’s I am donating 100% proceeds to for causes. One for Equality and one for Disabled Veterans. Please read NFT description for details. Both are set @ 1 ETH or make a bid. https://t.co/6jRNpHtjQ5 #nftcollector #NFTdrop @rarible https://t.co/qdvM1eBLHi,https://twitter.com/RicharPacyay/status/1489634350090104843,1,2,62,['rarible']
720,Eli_Krumova,I gave +Kred to @SWEtalk on @Kred #influence #STEM #WomenInSTEM #WomeninTech #WomenWhoCode #DataScience #AI #ML #IoT #IIoT #IoTPL #IoTCL #CyberSecurity #coding #tech #EmergingTech #FutureofWork #Digital #web3 #NFT #DeFi #womenempowerment #Equality #Inclusion #DEI #Tech4Good #SDGs,https://twitter.com/Eli_Krumova/status/1510662867099467784,6,4,31631,"['SWEtalk', 'Kred']"
1990,empressnft,"People focused on real inclusion and equality in the NFT space: I see you, your contributions matter and please keep sharing in this space. It is absolutely valid to question the rich/poor gap in NFTS. Accessibility matters. Follow the 💰",https://twitter.com/empressnft/status/1473931447148941319,6,1,2521,
2190,an1eth,"The Irony Of The NFT Space 👇
Talks about equality, racism, woman empowerment, humanity and kindness and mints @LilBabyApeClub. #shame #boycottlilbabyapeclub https://t.co/pkmV6VUdvN",https://twitter.com/an1eth/status/1460662877325430784,4,2,7983,['LilBabyApeClub']
1767,NFT_appreciated,"@VitalikButerin @DeepCipher @shl @elonmusk For equality's sake, there's a better way than synthetic wombs &amp; it doesn't even need a high tech: neuter all men and spay all women, and we are all rid of the child bearing ""burden"" and equal. Synthetic wombs = dehumanizing tech looking for worlds  ""inequality problems"" to solve",https://twitter.com/NFT_appreciated/status/1483991441437347845,0,0,105,"['VitalikButerin', 'DeepCipher', 'shl', 'elonmusk']"
845,Dabbing_dad_NFT,"$apecoin DAO will never function properly.  Yes I said it hot take.
You have two opposing forces. Those that want equality (fairness) and those out to make $$ (profits). In this DAO whoever has the biggest bag wins.",https://twitter.com/Dabbing_dad_NFT/status/1507001455504359430,4,0,3472,
124,Giraffitii_NFT,"🧵The host was a friendly guy &amp; co-hosts both sophisticated women, thought I am saying that we need more women in the community, or women aren't good enough! I explained that I personally stand for #diversity, &amp; I'm building a project based on #Equality &amp; diversity.",https://twitter.com/Giraffitii_NFT/status/1526629417178607616,2,0,5472,
1102,Innamodja,@YKarkai @VINCIAirports @CodeGreen_nft @worldofwomennft 🙏🏽💗✨ Thank you my dear @YKarkai for being such a Champion for gender equality and Women empowerment!,https://twitter.com/Innamodja/status/1501157833383067648,2,0,54924,"['YKarkai', 'VINCIAirports', 'CodeGreen_nft', 'worldofwomennft', 'YKarkai']"
865,rozinfinity,"Hi my fam 💜
 WoW.. Look Here 🤩🌸Spring girl come🌸
✨This is a piece of spring and girls who have always 
worked hard to tell everyone in the world the right to equality by gaining independence✨💪👩‍🦰
1/1 NFT  
Price: 0.2 $ETH1
Check it out and collect 👇
https://t.co/zfPyPWKRXK https://t.co/rZpiqiDctZ",https://twitter.com/rozinfinity/status/1506186359811325953,1,0,1538,
2215,lw_populist,"If we ever manage a revolution in this country, we're going to have the worst emigres. Instead of Nabokov we'll be sending out NFT guys and white oil heirs who'll spend the rest of their lives whining about how economic equality is white supremacy. It's embarrassing.",https://twitter.com/lw_populist/status/1458557156144390148,3,0,258,
1538,AnimeAztecs,"Aztec Day Cuauhtli (Eagle) is governed by Xipe Totec, God of Seedtime. Is a day of fighting for freedom and equality. It is a day of the Warriors of Huitzilopochtli, those who sacrifice their lives willingly to keep the present age, the Fifth Sol, moving. 
#calendar #aztecs #nft https://t.co/EAVWbTeUyq",https://twitter.com/AnimeAztecs/status/1490616882952646658,8,4,3343,
861,tomboy_nft,"Achieving gender equality requires the engagement of women and men, as well as girls and boys. 
It is everyone’s responsibility. 

Own a tomboy NFT if you support this statement.

https://t.co/MecVL1RDO5

#tomboyNFT #NFTs #NFTartproject #womenincrypto #womenfashion #tomboyswag https://t.co/TgA9J7lN37",https://twitter.com/tomboy_nft/status/1506299978741862401,6,0,1067,
3,blacksquare_art,"When you enter the Blacksquare, free yourself from any prejudices.

The Blacksquare stands against any kind of discrimination, racism, war, oppression. 

We are Blacksquare!

⬛️OBEY YOURSELF⬛️

#Blacksquare #NFT #Peace #NoToWar #Notoracism #Equality",https://twitter.com/blacksquare_art/status/1531698806810632196,11,1,6844,
534,WomenUniteNFT,"Are NFTs ""revolutionising"" equality in business and art? 

Come and Learn what we Love about Women NFT projects. 

Join us Tonight 9pm UK Time⏰

Save the Link❗️
 https://t.co/LB3NwtYlcZ https://t.co/1mwl49PFws",https://twitter.com/WomenUniteNFT/status/1516439849779494912,22,11,8268,
1638,senti_crypto,"Decentralization ≠ Equality of Opportunity

NFT summed up  = paying money to pretend you own something so no one else can pretend they own it
#nft #btc #cryptocurrency https://t.co/1jF00fK2bw",https://twitter.com/senti_crypto/status/1487779061845876738,2,2,236,
15,sivigai_nft,"@carlo_armilo @HyperNation8 @HyperNFTpro Yeah I'm watching this 
It's like a equality, freedom , justice #NFT",https://twitter.com/sivigai_nft/status/1531167601459572736,0,0,8,"['carlo_armilo', 'HyperNation8', 'HyperNFTpro']"
1160,SwedeCrypto,@StopWarInUA_NFT Equality seems to work foe her,https://twitter.com/SwedeCrypto/status/1500167711464251396,1,0,198,['StopWarInUA_NFT']
2247,bravanft,"""Gender equality advocates have been sounding the alarm on a rise in gender-based violence during the pandemic, a trend which the United Nations has referred to as a ""shadow pandemic.""""

https://t.co/Ao2WgRa03T

#nftcommunity #NFT #violenceagainstwomen",https://twitter.com/bravanft/status/1456668605148499980,5,2,1892,
2107,proofofgail,"Everyone is talking bout how they want equality in the NFT space, which great… but I also want equity 👏👏 👏",https://twitter.com/proofofgail/status/1465444785238560773,5,0,1746,
2035,iAMENinft,"I was just honored with winning one of these NFT's!  To fight equality, that is so much in my lane!  
Doing it through art, a true love, and passion of mine!
Listen Santa you can skip my house as xmas is already here!  Thank you again @PassTheBaton I so appreciate you! #NFT https://t.co/hI7zatUs8c",https://twitter.com/iAMENinft/status/1470937068943683595,13,1,2359,['PassTheBaton']
246,wit99999999,"Simplicity is the basis of equality.😄😄
Check out my NFT listing on OpenSea! https://t.co/RXa0dRtiTx via @opensea",https://twitter.com/wit99999999/status/1523276820409315328,2,0,1757,['opensea']
